draw,cost_basic_segmentation,cost_least_privilege_segmentation,cost_patch_level_upgrade,cost_detection_improvement,cost_rapid_isolation,cost_periodic_backups,cost_protected_backups,cost_identity_controls,burden_basic_segmentation,burden_least_privilege_segmentation,burden_patch_level_upgrade,burden_detection_improvement,burden_rapid_isolation,burden_periodic_backups,burden_protected_backups,burden_identity_controls
137,2.985837689,3.343599736,1.493232365,2.42649883,7.016237617,0.9603590988,1.693140124,2.837982245,1.135964079,5.011781408,2.849739862,1.342788579,2.381378259,1.371911485,2.891161186,4.190945541
138,2.354725373,6.62226679,2.377058314,3.807399776,2.965437822,0.8616813047,1.307842841,2.828421976,1.705800835,2.230757097,3.118378653,1.301112649,1.908434226,0.8778420732,2.877099949,3.290334086
139,1.785197691,4.166803875,1.852655113,2.914698648,7.311169965,1.267609071,2.521199648,4.756858197,1.634605304,5.548648372,3.299431825,2.667908923,3.250954441,0.5556462221,1.355610915,4.240916819
140,2.764511459,4.442385284,1.068569311,3.969324049,4.241135788,0.764513303,2.843927101,4.180928465,1.599229399,4.357105242,1.713050309,1.067562119,4.457864072,0.5202383729,1.963685855,3.256252772
141,1.640298848,5.383198615,2.426021904,4.485225437,3.933264778,1.173253722,1.314568017,5.189310912,1.126542327,4.287736339,2.093744153,1.930655507,3.089087151,0.9234765477,2.568442616,4.083085272
142,3.846797718,4.365119607,2.458697417,4.274073412,7.247042132,1.490117878,2.76947528,2.122375203,2.506227263,5.309320013,2.024519748,2.941546454,2.688822285,0.9024282006,2.981957097,4.05443929
143,4.067389491,5.297142627,2.352575542,2.330679677,4.51859008,1.152803784,1.225575509,5.654179239,1.457027865,5.708465633,1.885654928,2.051387389,1.993019029,0.7709984913,1.212055179,4.098282992
144,1.57796922,5.094813074,1.174811369,3.482237052,4.361317783,0.9296262309,1.184417656,5.229118184,1.633881813,2.210853145,3.291426985,2.00604513,1.829877254,1.02462284,1.497281574,2.147489153
145,2.778737755,4.824558947,2.93844154,2.221265087,7.209201758,0.5521761392,2.353217749,2.577979309,2.622696974,5.553667586,3.724012649,1.529912554,1.866056249,1.093808716,1.953072063,4.368707198
146,2.698803242,7.271771257,2.723028998,3.407480059,6.706303474,0.8419673229,1.625957271,5.359748728,1.524874027,3.771812792,4.250286849,2.387825015,2.926715795,0.8003529214,1.231302597,2.980765217
147,2.492178227,6.853729888,2.812509148,2.943602572,5.351161212,0.5875434098,2.900768016,5.298806119,1.472435773,4.822463046,2.178637335,1.877907682,2.688309992,1.050821286,2.419993819,2.716535542
148,1.747598148,3.29968805,2.717633743,2.308233487,3.010884035,1.148518297,2.943089153,5.162355803,2.959954724,3.600031491,4.167742466,1.740563906,4.430603159,0.9602261967,1.136524066,3.316069904
149,4.459156621,4.745402003,2.892509168,2.453795892,2.76746164,1.489966948,2.342990286,2.78782083,1.838232207,2.618604481,4.229888669,2.886835401,2.841713351,0.6215835958,2.301607819,1.75633237
150,1.568617849,7.470985804,1.534025813,1.543109366,7.17013235,0.5222328155,2.463373946,2.158440203,2.089338408,3.068246254,4.20653048,2.580788108,2.37573583,1.116497606,1.602358542,2.130611484
151,4.280952014,5.972610032,2.708105726,1.993563651,4.508976218,0.7092931202,2.592993597,5.667390797,1.983871023,3.335024599,4.356902098,1.927638099,2.759625883,1.321444121,1.54839494,3.630718582
152,2.400133458,3.607273651,1.193361944,4.25502867,3.959088829,1.109702098,1.373240078,4.422480894,1.142925135,4.981660772,4.009014132,1.398840626,3.522091809,1.471487411,2.876956722,3.545447979
153,2.090857549,3.826759711,1.919110878,2.517778757,5.025232782,0.5118009385,2.325336015,3.102028655,1.542183343,3.311688256,2.862316513,2.162642502,2.51526647,0.8890186747,1.834569353,2.019260222
154,1.977823932,2.752162744,2.993512164,4.225897487,4.994876863,0.7737236809,2.577388068,3.740447056,2.495304276,4.760765384,4.136449738,1.792504422,3.807337979,0.6938674564,1.822950019,2.763173848
155,1.913207886,3.931328897,2.410633709,2.945582639,6.414019969,1.208012228,1.814184657,3.685580905,1.441766009,4.486188952,3.339978662,1.999681103,1.750033953,0.5772473982,1.809702668,3.135613235
156,2.066778578,5.471208109,2.200604721,3.948110536,3.618208311,1.322235319,2.03416511,5.045428791,1.54293013,3.456851852,3.958510306,1.46750567,2.355186239,1.42079471,2.049416067,3.302699919
157,4.428963583,7.008219544,1.600427193,3.657978829,6.187983175,0.8630938104,1.350507515,2.183932835,2.823566195,5.412319632,4.472405444,1.640742742,3.103551107,1.418697489,2.965343645,3.933329869
158,3.031560708,3.859594631,2.393214226,1.954637662,7.152589008,1.123764669,2.727273633,4.438126103,2.268960486,5.314107171,4.229657379,2.326841397,3.658465652,1.109870126,1.147695845,2.706598435
159,2.733086183,3.44095411,2.894559941,1.609744242,3.220210598,1.03208999,1.373571346,4.951524725,1.524875715,4.255860392,3.736414785,2.439378204,3.820868648,1.02594023,1.934097604,3.190697207
160,2.621933507,2.765633554,2.613463432,3.449633366,3.886487965,1.118844905,2.378567199,2.2770419,2.850748522,5.717114702,3.102976798,1.556532083,2.818922385,0.8439266883,1.498733781,2.93137307
161,4.447473201,5.820451941,2.085662352,1.524513417,3.893001615,1.012533442,1.100620399,3.638236095,2.877420769,4.629547465,1.985487751,1.67697007,2.134048371,0.5293281701,1.423886445,3.261493657
162,1.767383699,5.504709563,1.723485053,4.017944469,5.281235703,1.00783014,1.112631931,5.524928147,2.129747105,3.400662381,3.421990184,2.399050187,3.012396764,0.976348863,2.226349314,1.505687064
163,3.969090742,6.595685746,1.463588458,2.13557721,7.375412546,0.7405935965,2.351947251,2.65629732,1.663189725,5.334917506,4.293834713,1.918095944,2.44212833,0.7002508391,2.225255724,2.502295011
164,3.698264274,6.992632719,2.404297998,2.514673678,7.307457647,1.418123964,2.934648159,4.049726548,1.755353722,2.28434812,4.258873207,1.586357871,1.877319854,0.861960104,1.450105229,3.509866751
165,2.947458591,5.168333006,2.290461247,2.547460297,4.058180821,0.6410087412,2.951093476,2.160960533,2.917946082,3.200013813,2.832450444,1.723650031,2.547898244,1.111679975,2.740190131,3.736445767
166,3.106913917,3.38599015,2.74255329,3.470552971,6.546262062,1.101944158,1.559950419,5.229404178,2.373608534,3.391585221,3.394328626,2.650378881,4.186935432,1.254552243,2.576221329,2.488031815
167,4.263165241,6.629237652,1.842685577,2.40586088,5.142118398,1.198302133,2.510350011,3.727119163,1.460848381,3.602680865,2.166276875,1.249799243,2.240061495,0.9183364776,1.160322236,3.256198607
168,2.081290785,5.755920588,1.639284949,4.277080658,6.124759764,1.37904155,2.568733155,3.147883165,2.465880679,3.02503135,3.211345906,1.523861586,3.588208406,0.5533461035,1.120806522,2.824751462
169,3.12842903,7.454244408,2.381066786,2.457403525,7.170112207,0.5860586187,2.950614885,4.222611466,1.817229375,5.155305072,3.649108258,2.199354232,4.302227659,1.06899853,1.623725312,1.977284248
170,2.112441471,6.760881214,1.136829269,2.422488184,3.103216748,0.6575305246,1.026516014,5.042269304,2.553779633,3.776345138,2.260957366,1.159396506,2.652205599,1.438365344,2.374546446,3.050532676
171,4.455576927,6.079427361,1.564809347,3.545590104,7.453663264,1.07739136,2.950145432,5.846103907,1.700607043,2.896011294,2.756019021,2.199976707,4.103573854,0.5685545018,1.17608491,3.943285582
172,2.224381742,7.386526254,1.086732502,2.890628693,5.462561156,1.207828942,1.623781682,3.592217321,2.842121698,3.321622481,2.04896193,2.444031339,4.137717836,1.146278025,1.502837935,2.131519998
173,2.383499985,4.27125509,1.669735426,3.881463903,3.37084394,0.9615222879,1.919993871,2.971156971,1.341636489,4.152157727,4.476597044,2.27981569,3.07010716,1.13376088,1.621605141,3.295206554
174,1.56315146,2.774241359,1.243228027,1.681619189,4.319072203,1.10107165,1.605982052,3.675045106,1.32353067,2.096089836,2.127022324,1.578818619,4.237312988,1.27433531,2.129050137,2.851572101
175,3.434492663,4.182711795,1.668706587,4.09593425,7.228724793,1.151437044,1.800182904,2.91034562,1.445801957,4.110833628,1.753203198,1.709063664,2.330943761,1.237722144,1.939280781,1.930334727
176,2.752668645,6.106945986,2.593811314,2.82687831,5.255501946,0.93784095,1.716309431,5.387247474,1.652325518,2.228009748,2.281744692,1.570881048,3.512235357,1.39112195,2.790640601,1.977570486
177,2.153070146,4.680474617,1.929880951,2.686289715,4.034941605,0.8090790583,2.608466994,2.53863788,2.848779883,4.235041691,2.039359764,2.523235363,1.960642816,1.121925368,2.045174586,1.925499445
178,3.671148597,4.884325501,2.233403634,2.046917276,5.389488834,0.7854777157,2.139133191,5.009177926,2.773921678,5.765745375,1.82024263,2.71130751,4.374379888,0.8557956453,2.82719151,1.764772405
179,2.50461003,4.473412049,1.588187596,3.624754529,2.970098437,0.9708618641,2.937559897,3.557807056,2.517672735,5.720818763,2.099737853,2.052241601,3.017725614,0.6996450561,1.435198152,1.833431572
180,3.136588142,5.185018117,2.817429118,3.718395147,5.80564565,0.5455705663,1.471629702,2.725695847,1.205598836,2.704284973,4.443402716,2.588702357,2.695383651,0.6149312973,1.469205702,1.838165176
181,3.043222834,5.061262572,2.158209553,3.333780796,3.54726133,0.6569269366,1.115286214,2.265414678,1.27803383,2.733764655,2.036872299,1.645365271,4.084561496,1.01648085,2.214738273,2.749027544
182,4.200732336,4.630583213,2.439640501,3.801776171,2.519975889,0.6199076227,2.557873808,4.310425422,2.575470824,4.339814809,3.652013598,2.109785332,3.418109486,0.9749813959,2.131861755,2.687497869
183,3.192508259,5.222907476,2.628270802,2.98813418,4.022122349,1.121715832,2.280227279,2.936474481,1.862341789,5.173752774,3.8334927,1.620249289,4.1884481,1.200284765,1.594999751,4.391079355
184,3.185051656,3.780399289,1.906052394,2.251217824,5.877005758,0.5616843162,2.046971756,5.920018052,1.962228639,3.79661369,3.479323491,2.573224835,3.226140885,0.9287972493,2.699358094,2.343683351
185,3.976528423,5.411489521,1.073353961,3.387939657,4.983067568,0.9821061382,2.573333389,4.133943323,1.803537964,2.167893703,2.151137696,1.64124027,3.440616498,1.368343557,1.815096541,4.052468462
186,2.898221153,5.042280277,1.537043265,2.371403276,5.12538557,0.7893861156,1.751398002,4.170007302,1.447630934,3.572629403,2.589392007,1.247420521,2.43427306,0.7098951888,2.310037627,4.42020504
187,1.61618415,6.639210844,1.274395106,3.041843525,7.363787038,0.6240174113,2.893767614,5.772965955,2.800565325,4.555814539,3.173256183,1.783626539,3.977398051,1.408460943,2.167068344,3.2827449
188,1.669483931,3.214467271,1.358647738,4.335829377,6.349451987,0.631470554,2.805526263,2.027988205,1.940406681,3.678791869,3.697764663,2.365391367,2.593211224,0.8212292108,2.734145422,3.235802414
189,4.309706399,4.43312059,2.505971973,1.997178999,6.614971683,0.646569459,2.242511664,2.589717943,2.622938018,4.39827941,2.635553938,2.311529455,3.908611228,1.380601318,1.940630865,2.556725763
190,2.28937247,7.417327328,1.294415388,3.661271453,6.985504483,1.426189571,2.468564293,5.793956016,1.289107509,3.313016993,4.341106447,1.817964548,4.246451386,1.133688248,2.512869612,2.029718318
191,1.518901486,7.102028563,1.536313416,3.579595468,5.27089723,1.478829421,2.463496472,2.435460584,2.510335531,4.260816359,4.478178427,2.760634304,1.62973145,0.8358307319,2.332590098,2.805915483
192,4.445504172,7.458662591,2.719117976,4.301954455,3.019076757,1.335807579,1.935695451,4.14549536,1.726428457,3.14753321,2.127732984,1.206572375,1.954033201,1.185571279,2.798737126,3.615965469
193,1.879439835,5.488182142,1.299247339,2.030800596,4.399883979,0.6660538239,2.869104603,2.213432765,2.773952076,3.006239312,4.371344517,1.544961709,2.922997855,0.8164720038,2.615504259,2.454611859
194,2.630551484,3.070243475,2.538166186,2.389143178,5.58407653,0.7730749069,1.576360935,2.904802964,2.078315474,4.516051693,2.433533422,1.948059596,4.443342521,0.6089881647,2.7726328,2.671820256
195,3.356225396,5.328158737,1.507511333,4.160315644,3.895319554,0.8562154362,2.306598855,2.875586163,1.374629983,3.213317857,2.738892482,1.153398726,4.15474073,1.152458138,2.392623786,3.0642955
196,3.073344318,4.003926857,1.025420686,2.912852492,4.963444645,0.8623874193,2.476119039,5.297561391,1.104382229,4.655542385,3.197320835,2.508850899,2.074012893,0.5744770134,1.427772578,4.251943216
197,1.767272429,4.729179217,2.6974585,3.2633525,7.009216723,1.479766063,2.700841376,2.103909724,2.00965436,3.488792911,3.331011666,1.595319874,4.057419679,1.29201207,1.532533803,3.543838504
198,2.692985115,7.082180508,2.53318271,2.720963825,7.474738092,0.8326895305,1.014222362,5.706994009,2.350394075,2.822149673,1.752541587,1.898023812,3.927061265,0.5470003978,2.506916351,2.676054402
199,3.290523502,7.405164418,2.334798839,3.015940408,5.160609642,0.925131628,1.973994559,4.93308677,1.326582469,2.187354277,2.373598663,2.206485196,2.869650268,1.111259328,2.510185008,2.190383137
200,3.773601069,6.721161327,2.29323235,4.212782757,5.32918905,0.629234112,2.937267391,5.665613814,1.542544362,3.665685803,4.428217498,1.172984008,2.28700809,0.9348984446,2.053973563,3.953731472
201,1.544060197,5.330652511,2.920489432,2.126325343,4.446921269,1.224431258,1.297499114,3.472105864,1.564701264,5.042036389,3.420669869,2.318977383,1.830755917,1.453236928,2.470089903,2.762891132
202,3.916026561,4.463782356,1.42836626,4.301687991,3.522583485,0.5313032798,2.776824915,3.770047662,1.686820145,5.120871336,2.980802331,2.763005326,1.854846273,0.77384847,1.066569653,3.336880316
203,3.460871839,3.831415571,1.457667354,2.273795385,6.184337884,0.7702890752,2.562483386,2.01002518,1.824390266,4.555745734,3.073924339,2.342287766,2.215230235,1.239306124,1.972566159,2.441785476
204,1.760290431,6.651761266,2.092751518,2.218488291,6.770851915,1.049577312,1.285907681,5.310330683,2.562080905,3.167556176,4.318305188,1.166374873,2.754782793,1.092620478,2.060583374,3.934168818
205,3.381593382,6.866056949,2.097294377,1.598553594,4.867390495,0.7049493209,1.16964368,5.728175695,1.386000214,5.37322377,4.35058502,2.209848094,2.111481187,0.5906013928,1.796152139,2.20791864
206,2.470430863,5.846103873,2.27992423,3.92852289,3.618811348,0.9029212111,1.397061738,4.156544061,1.393574749,3.810130429,3.869206768,1.883809611,4.181697321,1.187122216,1.567579922,2.094797587
207,3.750933046,6.299433464,2.156049098,4.414837659,3.821755012,0.6677239029,2.252837295,3.822777759,2.207064648,5.956044577,3.559519702,2.756467878,2.441839825,0.613893509,1.685816582,3.627190946
208,3.322982055,4.177072516,2.663248065,3.261131385,7.137488388,0.5547501206,1.778785388,5.76154344,2.570003371,3.48482061,3.997329486,2.960117038,1.543287418,0.6613665445,1.790720339,4.416300124
209,1.538211486,6.887130203,2.341211396,3.139757951,6.888360422,1.217421702,2.142117903,4.713157649,1.368132139,2.448165281,3.237668625,1.645160979,4.069543327,0.9636547135,1.105012208,3.193732307
210,1.842043648,5.637301799,1.258686357,4.206226683,3.76522935,1.394454364,2.012967122,3.306067058,1.379837302,2.79758617,4.116797962,1.927282374,4.355755677,1.380008308,2.678594155,4.07405342
211,3.207755306,5.464664184,2.224848929,4.223533386,6.386396752,1.484213486,2.460144503,5.382338255,1.670162776,4.973700577,2.475705839,1.876880865,4.034308021,1.081194305,1.33532751,3.032580202
212,4.395067854,7.202213725,2.595430006,1.774663201,4.233523564,1.09599317,2.04355954,3.310659934,1.805484863,5.792996407,4.495860151,2.763481243,3.711744432,0.5723160814,1.021335314,4.078483625
213,2.466034669,5.920745978,2.892444357,3.845932056,3.08230669,1.454885341,1.854163878,4.81622291,1.801644859,3.789839229,1.587804284,2.790442009,2.759257734,0.9867983084,2.72506574,3.202058399
214,1.952963019,5.866382108,2.154580561,2.307609777,6.834410726,0.7878789929,1.439267812,5.06499189,1.741652657,5.906498012,1.991507027,2.637250063,1.921795971,1.354946785,2.396025287,4.004335957
215,3.557937942,5.229986855,2.153218502,2.978917587,5.529416375,0.6686156531,2.00108497,4.192321998,1.509559225,2.88164402,2.008805872,1.731440808,4.171751953,1.062604945,2.236610475,3.74252159
216,2.882384015,7.254344039,2.424966094,3.632067587,4.417397281,1.30301355,2.765533519,5.894123134,2.233681202,5.762802074,3.580215015,1.811689705,1.934162474,0.6115762119,1.555920986,3.661966192
217,2.987067177,4.837598075,2.295065546,3.951985595,3.34451647,0.6447776992,2.165312675,3.103065328,1.723798924,4.595496532,2.447824921,1.133422018,2.678970396,0.6136688551,2.620145214,4.487075724
218,1.504601042,3.456169579,1.033334927,2.914533872,3.874624904,1.048472742,1.615335673,5.408186421,2.349037232,5.98101013,1.762479671,1.753852797,2.283153784,1.486870649,1.53105313,1.526003954
219,2.504768916,3.963938233,1.447750043,3.066408475,4.55605782,0.5788408708,1.626688391,2.697203135,1.821196453,4.952954089,2.397341213,1.696102467,3.846173024,1.403392264,2.86447621,3.573616346
220,4.180723904,5.821246263,2.482778442,4.396025748,3.643442469,0.9803061079,2.085292587,3.640384077,2.328809077,5.208924139,2.391391696,1.659412607,1.969306259,1.183235999,1.83647341,3.138889797
221,3.127628577,6.928890425,1.168810568,2.427271694,6.485236844,1.3096128,2.806831666,3.284180524,2.986898382,4.453604806,2.346446189,2.999396862,1.824588283,0.8548142506,2.092583642,3.317007508
222,2.312908163,4.537952629,1.235064477,3.216410899,5.204891472,1.209811848,2.279036061,5.259482198,1.418503418,4.354463718,2.659332635,1.95735199,3.139695912,0.573772044,1.842943276,2.599833627
223,2.519036674,5.380801803,1.68019314,2.629967303,6.260662487,1.159845749,2.765477901,3.245302264,1.775500897,4.48818655,2.975208022,2.482406838,2.294723895,1.26692296,2.794797757,2.122824894
224,2.546286591,3.823989066,1.039797335,2.318417728,3.436594294,0.919467298,1.967277259,3.886397064,1.107806703,2.94423018,3.207205755,2.742208489,2.972367175,1.403130182,1.427789535,4.028491371
225,4.238975572,6.987883135,2.7587621,1.824566449,5.650052104,0.8405266844,1.36969522,3.42590377,1.283523404,5.219973584,3.32048003,1.604145383,1.85710324,0.5909501799,1.053808092,2.000531437
226,2.900756936,5.411127168,2.015904078,3.189049658,6.721566357,0.890685758,1.46094049,5.558705764,1.920207137,5.068294141,3.579325024,2.099607891,2.581095794,0.9194212636,2.607900522,1.626000576
227,2.655497856,2.93206192,1.62951466,1.658580155,4.778055617,1.273574747,2.746716529,5.239792231,1.002597823,4.385092942,3.137436853,2.845696671,3.211387376,1.329396024,2.550028026,3.789556762
228,4.153418319,6.059376256,2.702151687,3.486117144,5.449581484,0.7672649625,1.045811571,3.159378271,2.931508166,3.097881038,2.33067744,1.904166932,1.539008562,0.910985341,1.73485085,1.965698116
229,4.074425903,7.299624893,2.39315434,1.609819277,4.242843157,0.5530819295,1.554985763,4.362262966,2.200387324,3.50646158,3.416925521,1.692221721,3.910894117,1.340874908,2.962921412,4.13247267
230,4.499298002,6.824089255,1.2554195,2.08481926,7.445097857,0.837834353,1.944758971,5.07159227,1.332603444,5.885832284,1.892790554,1.176888568,2.556714574,1.022924711,1.906281172,2.822255039
231,2.595988736,6.275977536,1.984864093,2.319571376,3.877319085,0.7496952673,1.140169051,5.030381986,2.349833631,3.272728394,2.71459592,1.394848622,2.585526009,0.8673432729,2.719386516,1.706752446
232,3.116865941,3.133471303,2.695287231,1.830708037,5.548685553,1.162736394,1.369280805,3.801538839,1.708266157,3.456512025,3.521956224,1.85852076,3.275628967,1.267069156,2.254986654,1.857634096
233,3.30385332,4.660118833,2.361565284,3.736160389,7.168737713,1.011330198,2.594666431,4.283945611,2.739740347,4.764739924,1.872643101,1.188742499,3.75479458,0.9571235835,2.899301973,3.82515218
234,3.190868766,7.243481012,2.778180427,4.123365354,6.237340626,1.367792757,1.703341931,5.354953556,2.197556115,5.762742491,3.663921091,2.71250693,3.522639358,1.124518454,1.147384529,4.461526389
235,3.28409835,5.687820558,2.062363844,3.553694348,3.794014382,1.257919081,1.759091594,5.079832672,1.031176611,5.175416122,2.531317592,2.771023707,4.381483515,1.041786272,2.907990824,1.95693305
236,1.876859801,3.278052739,1.279271569,1.616208037,4.590693771,1.220389501,1.623858454,5.301069171,1.171384178,3.137929538,2.654997682,1.130923101,4.369554302,0.9392206935,2.269739778,3.330489524
237,3.252453059,4.673007011,1.44122144,1.657560794,6.186163293,1.06031352,2.540996811,2.702845338,1.153053135,3.825837412,2.474778029,2.738379153,4.115931177,1.47565294,2.418287624,3.816958554
238,1.957420973,2.801774863,1.588315119,4.289760255,5.530225011,1.096414607,1.312819885,5.439713305,1.937095583,2.852715232,2.286480682,2.541646199,2.885150276,1.405435213,2.761873788,2.828442089
239,2.617942615,4.374995109,1.254773034,2.281326742,2.618335408,0.6658967841,2.565272899,5.265119035,2.569444257,2.73356392,3.965173732,2.465534248,1.50942047,1.099907137,1.876387957,3.230118321
240,2.167107007,5.983652208,1.076032282,1.639488925,3.953477022,0.9087571892,2.624816921,4.022040055,2.495756281,5.94881473,3.943824872,1.539888982,1.8852037,0.5740048546,2.095417006,3.276968343
241,2.383318467,5.494254393,1.484064453,3.285336752,3.009320433,0.7893588553,2.261072795,4.181692275,2.264677374,4.163191013,2.431750734,2.767648549,3.424165589,0.5515959844,1.026923183,1.515072709
242,3.403842334,4.479408929,1.025591398,2.728843721,6.052955191,0.9083154319,2.533438288,2.180348544,2.207629812,3.173764369,4.020161068,1.524139985,3.162099137,0.8653090131,1.439130869,4.35819214
243,2.963263884,4.394300189,1.826219367,3.893422385,4.78040702,0.5272479757,1.689339628,2.693540317,1.636562875,2.477257817,1.976634552,2.405850812,4.423301426,1.153872918,2.140972776,4.204095468
244,3.262144171,6.001184881,2.327300932,2.052521713,3.898259035,0.7800640959,2.870708437,5.88615544,1.040047811,2.937189232,4.358700893,2.084844172,4.395568671,1.25407074,2.034378247,1.962539106
245,2.351726667,4.096753892,1.07471088,2.475482704,6.760537212,0.6657733024,2.480333188,2.081595848,1.659800556,2.63960816,2.736735719,1.015334066,3.709930902,0.6184521061,2.330181084,3.004485041
246,3.545848997,5.397007779,2.214343779,1.686800964,4.91979563,1.171498299,2.289038355,2.849578085,2.257251498,2.789664309,4.115566016,2.675211437,2.695435824,0.8765418469,1.10184743,3.559975731
247,2.152493371,3.604179321,2.886516552,1.983259697,7.342609592,1.477295771,2.669187626,2.883702132,1.781009731,2.109660849,4.473409976,2.084220547,4.285076001,0.5823630534,2.504075062,3.714401706
248,3.414128253,5.550958405,2.684339442,2.052966456,2.638022354,1.328020248,2.941493273,4.889829715,2.665760515,3.967842664,3.111038187,2.71763186,2.523068447,1.363496548,2.850961457,3.796184719
249,3.435081764,4.284288679,2.316689723,2.780340094,3.418513094,1.443034744,2.020871282,2.860114851,2.136232634,2.816219896,2.35086845,2.461035555,1.669667587,0.885405258,1.659298841,2.652692591
250,2.192148594,6.072712497,1.269215532,1.667665192,7.366616742,0.5451026063,2.394975579,2.250544279,2.262404467,4.938557439,4.250081213,1.777287798,3.005544,0.6571625415,2.219963594,3.972742226
251,1.774899235,3.793161155,1.369524083,1.994044514,5.574519365,1.236297038,2.806341861,3.969211762,1.250317735,3.516949222,2.928098907,2.57675456,1.582871021,1.384821977,1.652690728,1.567645502
252,2.647631633,6.287858728,1.006725755,2.995799803,5.710359168,0.5001731704,1.35352955,3.335668556,2.797346331,4.554365358,4.48578399,2.272295813,4.492286386,1.170134799,1.741234049,1.954457519
253,3.481008259,3.911832679,2.420904044,2.279874109,4.773543647,0.7662846539,2.763281722,3.680528822,1.937843987,2.855374761,2.463109305,2.088091325,3.901193512,1.196706369,1.541148496,2.338830507
254,2.600004078,4.608905409,1.595084717,3.624401591,7.15448408,1.17843908,2.688690912,3.02305142,2.515949046,4.693854189,4.217961381,2.946106897,3.9014912,0.7223770298,2.30054532,3.377038802
255,1.960979791,5.684943866,2.116785182,2.574565181,4.610883381,1.493224734,1.812595386,3.501181222,2.286721131,3.128948635,3.044943625,1.924188223,2.612239193,1.435723927,2.786432289,3.15847726
256,3.916977889,6.707534886,2.085711005,1.639968593,5.701402839,1.019766194,1.36709756,3.108961741,1.884739059,3.419453695,3.720144882,1.240430921,2.267350206,0.9832889776,2.962072896,2.237297842
257,2.24864795,6.537408222,1.293396777,4.188035933,3.931807898,0.8996410639,2.328756247,3.94046114,2.85530536,3.876291499,3.551977612,1.95406877,2.222689214,0.7903312213,2.702634355,4.146857053
258,4.260815133,4.70861172,1.717439187,3.716662446,6.247495572,0.8648958361,1.720538988,2.514267333,2.98099185,4.038222102,3.140457236,2.050875897,3.874247474,0.8002084847,1.490000872,1.971115915
259,2.402692199,4.525902613,1.45217573,1.581471396,5.700441778,0.6335488031,2.256303511,3.731821127,1.901067508,5.896661788,2.465734366,2.637455712,1.844412693,0.7580815384,2.324626356,3.232705619
260,2.826948706,6.774099052,2.883394171,4.07169649,7.197728473,1.079482349,1.821149908,5.255405385,2.419495075,4.104477614,4.441492205,1.412546213,3.129008141,0.6372565312,2.501583222,2.186038683
261,4.150261286,5.327023669,2.412890235,2.601188952,3.445982716,0.5631956716,2.60807641,3.071775729,2.03529059,5.507782573,4.281878452,1.505822609,2.784344742,0.58016739,1.304200985,3.747076114
262,2.803466501,6.83227106,1.001861065,2.079760696,6.224403142,1.251672073,1.754640017,5.803524796,2.61072015,3.244639532,4.377872678,2.355699567,3.132003805,1.052521193,1.670657835,3.890347633
263,2.052834509,5.879251825,1.998962404,4.314880299,3.568716818,0.6266147729,2.015376447,2.671761186,1.392412699,4.837908581,3.816418373,2.738496598,3.724064344,0.8232617725,1.144559127,3.881462877
264,4.281945436,5.641819162,2.565989854,4.416717833,3.853576626,0.6052179792,1.714941097,4.15256931,1.919453393,2.187715996,3.934383366,1.444085582,2.568228717,1.367236536,2.653010295,4.016135146
265,3.130001101,3.711562271,1.548136207,1.894063305,4.492696663,1.403491196,1.914470942,4.757237361,2.202894735,2.213941425,3.736904939,1.8951795,3.591841225,0.5901281904,2.278031836,2.299785958
266,3.918151754,6.943377139,2.509697571,2.579361008,7.274817869,0.9701441142,1.015149563,4.011529571,2.104460633,4.379273533,3.414076169,1.019272665,2.630452244,1.38421729,1.832344922,4.171628405
267,1.846822695,3.197987296,1.273255252,3.573169792,7.122304351,1.279701713,1.750293367,3.593406037,2.822302397,4.635970329,2.618662487,2.680550455,3.83004166,0.7871795612,1.917581234,2.243734331
268,1.689437003,3.217009096,1.779495266,2.585860874,6.092550086,0.5727082894,1.858849048,5.586221849,1.15144456,4.262829593,2.722800323,2.597609917,2.993318125,0.5818918137,2.309897347,2.540645593
269,3.127755069,5.72146152,1.518251847,4.248377511,4.778849437,1.113529122,1.245948034,2.046109154,2.641597598,5.039168301,3.209182467,2.08003474,1.576296864,0.9020452555,1.164708406,2.222071454
270,3.221406803,7.012157922,1.355512942,3.863447139,3.058479234,0.6881249027,2.110586367,3.353381569,1.24399927,2.410937284,3.212991146,1.228149738,1.536989729,1.245435288,1.979113746,3.23266812
271,3.163199628,5.105598136,1.61058633,3.581874011,2.751615575,1.066118903,2.564998806,4.352134611,2.13209015,3.47704977,2.441998686,1.247953726,2.172682967,1.31756655,2.062923628,1.587652484
272,3.950521874,7.183336842,2.641957288,4.257485324,3.842568785,0.6572155857,1.797267025,4.379908198,1.345623537,2.578861457,4.176604439,1.316094103,3.879519741,0.5685513254,1.953498319,1.921884394
273,2.257597869,2.56070091,2.467510211,3.043107498,2.931610509,0.891639015,2.02696455,3.828523891,2.911135571,5.315857835,1.755610531,1.801003912,4.002907562,1.228000543,2.125347427,4.435278858
274,1.510797084,6.318610651,2.63158709,2.302093119,6.619909383,0.9196428561,2.105165299,2.205285764,1.992597019,4.190534037,1.89366272,2.642699683,2.097250732,0.9896139881,2.695544284,2.317635851
275,2.583660493,5.323198578,2.691833699,3.267701425,3.373454611,1.025998342,2.426301896,2.341371092,1.29725043,2.679084194,3.015798624,2.353492804,2.122258306,1.070186404,2.554084167,3.558845866
