medicare_id,attacked,attack_date,er_diversion,cancel_delay,threat_id,nearest_neighbor,origin_threat_id1,origin_threat_id2,origin_threat_id3,origin_threat_id4,origin_threat_id5,origin_threat_id6,origin_threat_id7
51324,0,,,,,0,,,,,,,
51325,0,,,,,0,,,,,,,
51326,0,,,,,0,,,,,,,
51327,0,,,,,0,,,,,,,
51328,0,,,,,0,,,,,,,
51329,0,,,,,0,,,,,,,
51330,0,,,,,0,,,,,,,
51331,0,,,,,0,,,,,,,
51332,0,,,,,0,,,,,,,
51333,0,,,,,0,,,,,,,
51334,0,,,,,0,,,,,,,
51335,0,,,,,0,,,,,,,
60001,0,,,,,0,,,,,,,
60003,0,,,,,0,,,,,,,
60004,0,,,,,0,,,,,,,
60006,0,,,,,0,,,,,,,
60008,0,,,,,0,,,,,,,
60009,0,,,,,0,,,,,,,
60010,0,,,,,0,,,,,,,
60011,0,,,,,0,,,,,,,
60012,0,,,,,1,155,,,,,,
60013,0,,,,,0,,,,,,,
60014,0,,,,,0,,,,,,,
60015,0,,,,,0,,,,,,,
60022,0,,,,,0,,,,,,,
60023,0,,,,,0,,,,,,,
60024,0,,,,,0,,,,,,,
60027,0,,,,,0,,,,,,,
60028,0,,,,,0,,,,,,,
60030,0,,,,,0,,,,,,,
60031,0,,,,,0,,,,,,,
60032,0,,,,,0,,,,,,,
60034,0,,,,,0,,,,,,,
60044,0,,,,,0,,,,,,,
60049,0,,,,,0,,,,,,,
60054,0,,,,,0,,,,,,,
60064,0,,,,,0,,,,,,,
60065,0,,,,,0,,,,,,,
60071,0,,,,,0,,,,,,,
60075,0,,,,,0,,,,,,,
60076,0,,,,,0,,,,,,,
60096,0,,,,,0,,,,,,,
60100,0,,,,,0,,,,,,,
60103,0,,,,,0,,,,,,,
60104,0,,,,,0,,,,,,,
60112,0,,,,,0,,,,,,,
60113,0,,,,,0,,,,,,,
60114,0,,,,,0,,,,,,,
60116,0,,,,,0,,,,,,,
60118,0,,,,,0,,,,,,,
60119,0,,,,,0,,,,,,,
60125,0,,,,,0,,,,,,,
60126,0,,,,,1,339,,,,,,
60128,0,,,,,0,,,,,,,
60129,0,,,,,0,,,,,,,
60130,0,,,,,0,,,,,,,
61300,0,,,,,0,,,,,,,
61301,0,,,,,0,,,,,,,
61302,0,,,,,0,,,,,,,
61303,0,,,,,0,,,,,,,
61304,0,,,,,0,,,,,,,
61305,0,,,,,0,,,,,,,
61306,0,,,,,0,,,,,,,
61308,0,,,,,0,,,,,,,
61309,0,,,,,0,,,,,,,
61310,0,,,,,0,,,,,,,
61311,0,,,,,0,,,,,,,
61313,0,,,,,0,,,,,,,
61314,0,,,,,0,,,,,,,
61315,0,,,,,0,,,,,,,
61316,0,,,,,0,,,,,,,
61317,0,,,,,0,,,,,,,
61318,0,,,,,0,,,,,,,
61319,0,,,,,0,,,,,,,
61320,0,,,,,0,,,,,,,
61321,0,,,,,0,,,,,,,
61322,0,,,,,0,,,,,,,
61323,0,,,,,0,,,,,,,
61324,0,,,,,0,,,,,,,
61325,0,,,,,0,,,,,,,
61326,0,,,,,0,,,,,,,
61327,0,,,,,0,,,,,,,
61328,0,,,,,0,,,,,,,
61336,0,,,,,0,,,,,,,
61343,0,,,,,0,,,,,,,
61344,0,,,,,0,,,,,,,
70002,0,,,,,0,,,,,,,
70003,0,,,,,0,,,,,,,
70004,0,,,,,0,,,,,,,
70005,0,,,,,0,,,,,,,
70006,0,,,,,0,,,,,,,
70007,0,,,,,0,,,,,,,
70008,0,,,,,0,,,,,,,
70010,0,,,,,0,,,,,,,
70011,0,,,,,0,,,,,,,
70012,0,,,,,0,,,,,,,
70016,0,,,,,0,,,,,,,
70017,0,,,,,0,,,,,,,
70018,0,,,,,0,,,,,,,
70020,0,,,,,0,,,,,,,
70021,0,,,,,0,,,,,,,
70022,0,,,,,0,,,,,,,
70024,0,,,,,0,,,,,,,
70025,0,,,,,0,,,,,,,
70027,0,,,,,0,,,,,,,
70028,0,,,,,0,,,,,,,
70029,0,,,,,0,,,,,,,
70031,0,,,,,0,,,,,,,
70033,0,,,,,0,,,,,,,
70034,0,,,,,0,,,,,,,
70035,0,,,,,0,,,,,,,
70036,0,,,,,0,,,,,,,
80001,0,,,,,0,,,,,,,
80003,0,,,,,0,,,,,,,
80004,0,,,,,0,,,,,,,
80006,0,,,,,0,,,,,,,
80007,0,,,,,0,,,,,,,
90003,0,,,,,1,188,,,,,,
90005,0,,,,,0,,,,,,,
90008,0,,,,,0,,,,,,,
100001,0,,,,,0,,,,,,,
100002,0,,,,,0,,,,,,,
100006,0,,,,,0,,,,,,,
100007,0,,,,,0,,,,,,,
100008,0,,,,,0,,,,,,,
100012,0,,,,,0,,,,,,,
100014,0,,,,,0,,,,,,,
100017,0,,,,,0,,,,,,,
100018,0,,,,,0,,,,,,,
100019,0,,,,,0,,,,,,,
100022,0,,,,,0,,,,,,,
100023,0,,,,,0,,,,,,,
100025,0,,,,,0,,,,,,,
100026,0,,,,,0,,,,,,,
100028,0,,,,,0,,,,,,,
100029,0,,,,,0,,,,,,,
100030,0,,,,,0,,,,,,,
100032,0,,,,,0,,,,,,,
100034,0,,,,,0,,,,,,,
100038,0,,,,,0,,,,,,,
100039,0,,,,,0,,,,,,,
100040,0,,,,,0,,,,,,,
100043,0,,,,,0,,,,,,,
100044,0,,,,,0,,,,,,,
100045,0,,,,,0,,,,,,,
100046,0,,,,,0,,,,,,,
100047,0,,,,,0,,,,,,,
100048,0,,,,,0,,,,,,,
100049,0,,,,,0,,,,,,,
100050,0,,,,,0,,,,,,,
100051,0,,,,,0,,,,,,,
100052,0,,,,,0,,,,,,,
100053,0,,,,,0,,,,,,,
100054,0,,,,,0,,,,,,,
100055,0,,,,,0,,,,,,,
100057,0,,,,,1,254,254,,,,,
100062,0,,,,,0,,,,,,,
100063,0,,,,,0,,,,,,,
100067,0,,,,,0,,,,,,,
100068,0,,,,,0,,,,,,,
100069,0,,,,,0,,,,,,,
100070,0,,,,,0,,,,,,,
100071,0,,,,,0,,,,,,,
100072,0,,,,,0,,,,,,,
100073,0,,,,,0,,,,,,,
100075,0,,,,,0,,,,,,,
100077,0,,,,,0,,,,,,,
100080,0,,,,,0,,,,,,,
100081,0,,,,,0,,,,,,,
100086,0,,,,,0,,,,,,,
100087,0,,,,,0,,,,,,,
100088,0,,,,,0,,,,,,,
100090,0,,,,,0,,,,,,,
100092,0,,,,,0,,,,,,,
100093,0,,,,,0,,,,,,,
100099,0,,,,,0,,,,,,,
100105,0,,,,,0,,,,,,,
100106,0,,,,,0,,,,,,,
100107,0,,,,,0,,,,,,,
100109,0,,,,,0,,,,,,,
100110,0,,,,,0,,,,,,,
100113,0,,,,,0,,,,,,,
100117,0,,,,,0,,,,,,,
100118,0,,,,,0,,,,,,,
100121,0,,,,,0,,,,,,,
100122,0,,,,,0,,,,,,,
100124,0,,,,,0,,,,,,,
100125,0,,,,,0,,,,,,,
100126,0,,,,,0,,,,,,,
100127,0,,,,,0,,,,,,,
100128,0,,,,,0,,,,,,,
100130,0,,,,,0,,,,,,,
100131,0,,,,,0,,,,,,,
100132,0,,,,,0,,,,,,,
100134,0,,,,,0,,,,,,,
100135,0,,,,,0,,,,,,,
100137,0,,,,,0,,,,,,,
100140,0,,,,,0,,,,,,,
100142,0,,,,,0,,,,,,,
100150,0,,,,,0,,,,,,,
100151,0,,,,,0,,,,,,,
100154,0,,,,,0,,,,,,,
100156,0,,,,,0,,,,,,,
100157,0,,,,,0,,,,,,,
100161,0,,,,,0,,,,,,,
100166,0,,,,,0,,,,,,,
100167,0,,,,,0,,,,,,,
100168,0,,,,,0,,,,,,,
100173,0,,,,,0,,,,,,,
100175,0,,,,,0,,,,,,,
100176,0,,,,,0,,,,,,,
100177,0,,,,,0,,,,,,,
100179,0,,,,,0,,,,,,,
100180,0,,,,,0,,,,,,,
100181,0,,,,,0,,,,,,,
100183,0,,,,,0,,,,,,,
100187,0,,,,,0,,,,,,,
100189,0,,,,,0,,,,,,,
100191,0,,,,,0,,,,,,,
100200,0,,,,,0,,,,,,,
100204,0,,,,,0,,,,,,,
100206,0,,,,,0,,,,,,,
100209,0,,,,,0,,,,,,,
100211,0,,,,,0,,,,,,,
100212,0,,,,,0,,,,,,,
100213,0,,,,,1,188,188,,,,,
100217,0,,,,,0,,,,,,,
100220,0,,,,,0,,,,,,,
100223,0,,,,,0,,,,,,,
100224,0,,,,,0,,,,,,,
100226,0,,,,,0,,,,,,,
100228,0,,,,,0,,,,,,,
100230,0,,,,,0,,,,,,,
100231,0,,,,,0,,,,,,,
100232,0,,,,,0,,,,,,,
100236,0,,,,,0,,,,,,,
100238,0,,,,,0,,,,,,,
100242,0,,,,,0,,,,,,,
100243,0,,,,,0,,,,,,,
100244,0,,,,,0,,,,,,,
100246,0,,,,,0,,,,,,,
100248,0,,,,,0,,,,,,,
100249,0,,,,,0,,,,,,,
100252,0,,,,,0,,,,,,,
100253,0,,,,,0,,,,,,,
100254,0,,,,,0,,,,,,,
100256,0,,,,,0,,,,,,,
100258,0,,,,,0,,,,,,,
100259,0,,,,,0,,,,,,,
100260,0,,,,,0,,,,,,,
100264,0,,,,,0,,,,,,,
100265,0,,,,,0,,,,,,,
100266,0,,,,,0,,,,,,,
100267,0,,,,,0,,,,,,,
100268,0,,,,,0,,,,,,,
100269,0,,,,,1,188,,,,,,
100276,0,,,,,0,,,,,,,
100277,0,,,,,0,,,,,,,
100281,0,,,,,0,,,,,,,
100284,0,,,,,0,,,,,,,
100285,0,,,,,0,,,,,,,
100286,0,,,,,0,,,,,,,
100287,0,,,,,0,,,,,,,
100288,0,,,,,0,,,,,,,
100289,0,,,,,0,,,,,,,
100291,0,,,,,0,,,,,,,
100292,0,,,,,0,,,,,,,
100296,0,,,,,0,,,,,,,
100302,0,,,,,0,,,,,,,
100307,0,,,,,0,,,,,,,
100313,0,,,,,0,,,,,,,
100314,0,,,,,0,,,,,,,
100315,0,,,,,0,,,,,,,
100316,0,,,,,0,,,,,,,
100319,0,,,,,0,,,,,,,
100320,0,,,,,0,,,,,,,
100321,0,,,,,0,,,,,,,
100329,0,,,,,0,,,,,,,
101300,0,,,,,0,,,,,,,
101303,0,,,,,0,,,,,,,
101304,0,,,,,0,,,,,,,
101305,0,,,,,0,,,,,,,
101307,0,,,,,0,,,,,,,
101308,0,,,,,0,,,,,,,
101309,0,,,,,0,,,,,,,
101311,0,,,,,0,,,,,,,
101312,0,,,,,0,,,,,,,
101313,0,,,,,0,,,,,,,
110001,0,,,,,0,,,,,,,
110002,0,,,,,0,,,,,,,
110003,0,,,,,0,,,,,,,
110005,0,,,,,0,,,,,,,
110007,0,,,,,0,,,,,,,
110008,0,,,,,0,,,,,,,
110010,0,,,,,0,,,,,,,
110011,0,,,,,0,,,,,,,
110015,0,,,,,0,,,,,,,
110016,0,,,,,0,,,,,,,
110018,0,,,,,0,,,,,,,
110023,0,,,,,0,,,,,,,
110025,0,,,,,0,,,,,,,
110027,0,,,,,0,,,,,,,
110028,0,,,,,1,188,,,,,,
110029,0,,,,,0,,,,,,,
110030,0,,,,,0,,,,,,,
110031,0,,,,,0,,,,,,,
110032,0,,,,,0,,,,,,,
110034,0,,,,,0,,,,,,,
110035,0,,,,,0,,,,,,,
110036,0,,,,,1,259,259,,,,,
110038,0,,,,,0,,,,,,,
110040,0,,,,,0,,,,,,,
110041,0,,,,,0,,,,,,,
110042,0,,,,,0,,,,,,,
110044,0,,,,,0,,,,,,,
110045,0,,,,,0,,,,,,,
110046,0,,,,,0,,,,,,,
110050,0,,,,,0,,,,,,,
110051,0,,,,,0,,,,,,,
110054,0,,,,,0,,,,,,,
110064,0,,,,,0,,,,,,,
110069,0,,,,,0,,,,,,,
110071,0,,,,,0,,,,,,,
110073,0,,,,,0,,,,,,,
110074,0,,,,,1,153,,,,,,
110075,0,,,,,0,,,,,,,
110076,0,,,,,0,,,,,,,
110078,0,,,,,0,,,,,,,
110079,0,,,,,0,,,,,,,
110082,0,,,,,0,,,,,,,
110083,0,,,,,0,,,,,,,
110086,0,,,,,0,,,,,,,
110087,0,,,,,0,,,,,,,
110089,0,,,,,0,,,,,,,
110091,0,,,,,0,,,,,,,
110092,0,,,,,0,,,,,,,
110095,0,,,,,0,,,,,,,
110100,0,,,,,0,,,,,,,
110101,0,,,,,0,,,,,,,
110105,0,,,,,0,,,,,,,
110107,0,,,,,0,,,,,,,
110109,0,,,,,0,,,,,,,
110111,0,,,,,0,,,,,,,
110113,0,,,,,0,,,,,,,
110115,0,,,,,0,,,,,,,
110121,0,,,,,0,,,,,,,
110122,0,,,,,0,,,,,,,
110124,0,,,,,0,,,,,,,
110125,0,,,,,0,,,,,,,
110128,0,,,,,0,,,,,,,
110129,0,,,,,0,,,,,,,
110130,0,,,,,0,,,,,,,
110132,0,,,,,0,,,,,,,
110135,0,,,,,0,,,,,,,
110142,0,,,,,0,,,,,,,
110143,0,,,,,0,,,,,,,
110146,0,,,,,0,,,,,,,
110150,0,,,,,0,,,,,,,
110153,0,,,,,0,,,,,,,
110161,0,,,,,0,,,,,,,
110164,0,,,,,0,,,,,,,
110165,0,,,,,0,,,,,,,
110168,0,,,,,0,,,,,,,
110177,0,,,,,0,,,,,,,
110184,0,,,,,0,,,,,,,
110189,0,,,,,0,,,,,,,
110190,0,,,,,1,222,,,,,,
110191,0,,,,,0,,,,,,,
110192,0,,,,,0,,,,,,,
110194,0,,,,,0,,,,,,,
110198,0,,,,,1,36,,,,,,
110200,0,,,,,0,,,,,,,
110201,0,,,,,0,,,,,,,
110215,0,,,,,0,,,,,,,
110225,0,,,,,0,,,,,,,
110226,0,,,,,0,,,,,,,
110229,0,,,,,0,,,,,,,
110234,0,,,,,0,,,,,,,
110236,0,,,,,0,,,,,,,
111300,0,,,,,0,,,,,,,
111302,0,,,,,0,,,,,,,
111303,0,,,,,0,,,,,,,
111304,0,,,,,0,,,,,,,
111305,0,,,,,0,,,,,,,
111306,0,,,,,0,,,,,,,
111308,0,,,,,0,,,,,,,
111310,0,,,,,0,,,,,,,
111311,0,,,,,0,,,,,,,
111312,0,,,,,0,,,,,,,
111313,0,,,,,0,,,,,,,
111314,0,,,,,0,,,,,,,
111316,0,,,,,0,,,,,,,
111318,0,,,,,0,,,,,,,
111319,0,,,,,0,,,,,,,
111320,0,,,,,0,,,,,,,
111324,0,,,,,0,,,,,,,
111325,0,,,,,0,,,,,,,
111326,0,,,,,0,,,,,,,
111327,0,,,,,0,,,,,,,
111328,0,,,,,0,,,,,,,
111329,0,,,,,0,,,,,,,
111330,0,,,,,0,,,,,,,
111331,0,,,,,0,,,,,,,
111332,0,,,,,0,,,,,,,
111333,0,,,,,0,,,,,,,
111334,0,,,,,0,,,,,,,
111335,0,,,,,0,,,,,,,
111336,0,,,,,0,,,,,,,
111337,0,,,,,0,,,,,,,
120001,0,,,,,0,,,,,,,
120002,0,,,,,0,,,,,,,
120004,0,,,,,0,,,,,,,
120005,0,,,,,0,,,,,,,
120006,0,,,,,0,,,,,,,
120007,0,,,,,0,,,,,,,
120011,0,,,,,0,,,,,,,
120014,0,,,,,0,,,,,,,
120019,0,,,,,0,,,,,,,
120022,0,,,,,0,,,,,,,
120026,0,,,,,0,,,,,,,
120028,0,,,,,0,,,,,,,
121300,0,,,,,0,,,,,,,
121301,0,,,,,0,,,,,,,
121302,0,,,,,0,,,,,,,
121303,0,,,,,0,,,,,,,
121304,0,,,,,0,,,,,,,
121305,0,,,,,0,,,,,,,
121306,0,,,,,0,,,,,,,
121307,0,,,,,0,,,,,,,
121308,0,,,,,0,,,,,,,
130002,0,,,,,0,,,,,,,
130003,0,,,,,0,,,,,,,
130006,0,,,,,0,,,,,,,
130007,0,,,,,0,,,,,,,
130013,0,,,,,0,,,,,,,
130014,0,,,,,0,,,,,,,
130018,0,,,,,0,,,,,,,
130025,0,,,,,0,,,,,,,
130028,0,,,,,0,,,,,,,
130049,0,,,,,0,,,,,,,
130063,0,,,,,0,,,,,,,
130065,0,,,,,0,,,,,,,
130071,0,,,,,0,,,,,,,
131301,0,,,,,0,,,,,,,
131302,0,,,,,0,,,,,,,
131303,0,,,,,0,,,,,,,
131304,0,,,,,0,,,,,,,
131305,0,,,,,0,,,,,,,
131307,0,,,,,0,,,,,,,
131308,0,,,,,0,,,,,,,
131309,0,,,,,0,,,,,,,
131310,0,,,,,0,,,,,,,
131311,0,,,,,0,,,,,,,
131312,0,,,,,0,,,,,,,
131313,0,,,,,0,,,,,,,
131314,0,,,,,0,,,,,,,
131315,0,,,,,0,,,,,,,
131316,0,,,,,0,,,,,,,
131317,0,,,,,0,,,,,,,
131318,0,,,,,0,,,,,,,
131319,0,,,,,0,,,,,,,
131320,0,,,,,0,,,,,,,
131321,0,,,,,0,,,,,,,
131322,0,,,,,0,,,,,,,
131323,0,,,,,0,,,,,,,
131324,0,,,,,0,,,,,,,
131325,0,,,,,0,,,,,,,
131326,0,,,,,0,,,,,,,
131327,0,,,,,0,,,,,,,
131328,0,,,,,0,,,,,,,
140001,0,,,,,0,,,,,,,
140002,0,,,,,0,,,,,,,
140007,0,,,,,0,,,,,,,
140008,0,,,,,0,,,,,,,
140010,0,,,,,0,,,,,,,
140011,0,,,,,0,,,,,,,
140012,0,,,,,0,,,,,,,
140013,0,,,,,0,,,,,,,
140015,0,,,,,0,,,,,,,
140018,0,,,,,0,,,,,,,
140019,0,,,,,0,,,,,,,
140029,0,,,,,0,,,,,,,
140030,0,,,,,0,,,,,,,
140032,0,,,,,0,,,,,,,
140034,0,,,,,0,,,,,,,
140040,0,,,,,0,,,,,,,
140043,0,,,,,0,,,,,,,
140046,0,,,,,0,,,,,,,
140048,0,,,,,0,,,,,,,
140049,0,,,,,0,,,,,,,
140052,0,,,,,0,,,,,,,
140053,0,,,,,0,,,,,,,
140054,0,,,,,0,,,,,,,
140058,0,,,,,0,,,,,,,
140059,0,,,,,0,,,,,,,
140062,0,,,,,0,,,,,,,
140063,0,,,,,0,,,,,,,
140064,0,,,,,0,,,,,,,
140065,0,,,,,0,,,,,,,
140067,0,,,,,0,,,,,,,
140068,0,,,,,0,,,,,,,
140077,0,,,,,0,,,,,,,
140080,0,,,,,0,,,,,,,
140082,0,,,,,0,,,,,,,
140083,0,,,,,0,,,,,,,
140084,0,,,,,0,,,,,,,
140088,0,,,,,0,,,,,,,
140089,0,,,,,0,,,,,,,
140091,0,,,,,0,,,,,,,
140093,0,,,,,0,,,,,,,
140095,0,,,,,0,,,,,,,
140101,0,,,,,0,,,,,,,
140103,0,,,,,0,,,,,,,
140110,0,,,,,0,,,,,,,
140113,0,,,,,0,,,,,,,
140114,0,,,,,0,,,,,,,
140115,0,,,,,0,,,,,,,
140116,0,,,,,0,,,,,,,
140117,0,,,,,0,,,,,,,
140119,0,,,,,0,,,,,,,
140120,0,,,,,0,,,,,,,
140122,0,,,,,0,,,,,,,
140124,0,,,,,0,,,,,,,
140125,0,,,,,0,,,,,,,
140127,0,,,,,0,,,,,,,
140130,0,,,,,0,,,,,,,
140133,0,,,,,0,,,,,,,
140135,0,,,,,0,,,,,,,
140137,0,,,,,0,,,,,,,
140145,0,,,,,0,,,,,,,
140147,0,,,,,0,,,,,,,
140148,0,,,,,0,,,,,,,
140150,0,,,,,0,,,,,,,
140155,0,,,,,0,,,,,,,
140158,0,,,,,0,,,,,,,
140160,0,,,,,0,,,,,,,
140161,0,,,,,0,,,,,,,
140162,0,,,,,0,,,,,,,
140164,0,,,,,0,,,,,,,
140166,0,,,,,0,,,,,,,
140167,0,,,,,0,,,,,,,
140172,0,,,,,0,,,,,,,
140174,0,,,,,0,,,,,,,
140177,0,,,,,0,,,,,,,
140179,0,,,,,0,,,,,,,
140180,0,,,,,0,,,,,,,
140181,0,,,,,0,,,,,,,
140182,0,,,,,0,,,,,,,
140184,0,,,,,0,,,,,,,
140185,0,,,,,0,,,,,,,
140186,0,,,,,0,,,,,,,
140187,0,,,,,0,,,,,,,
140189,0,,,,,0,,,,,,,
140191,0,,,,,0,,,,,,,
140197,0,,,,,0,,,,,,,
140200,0,,,,,0,,,,,,,
140202,0,,,,,0,,,,,,,
140206,0,,,,,0,,,,,,,
140208,0,,,,,0,,,,,,,
140209,0,,,,,0,,,,,,,
140210,0,,,,,0,,,,,,,
140211,0,,,,,0,,,,,,,
140213,0,,,,,0,,,,,,,
140217,0,,,,,0,,,,,,,
140223,0,,,,,0,,,,,,,
140224,0,,,,,0,,,,,,,
140228,0,,,,,0,,,,,,,
140231,0,,,,,0,,,,,,,
140233,0,,,,,0,,,,,,,
140234,0,,,,,1,231,,,,,,
140239,0,,,,,0,,,,,,,
140242,0,,,,,0,,,,,,,
140250,0,,,,,0,,,,,,,
140251,0,,,,,0,,,,,,,
140252,0,,,,,0,,,,,,,
140258,0,,,,,0,,,,,,,
140275,0,,,,,0,,,,,,,
140276,0,,,,,0,,,,,,,
140280,0,,,,,0,,,,,,,
140281,0,,,,,0,,,,,,,
140286,0,,,,,0,,,,,,,
140288,0,,,,,0,,,,,,,
140289,0,,,,,0,,,,,,,
140290,0,,,,,0,,,,,,,
140291,0,,,,,0,,,,,,,
140292,0,,,,,0,,,,,,,
140294,0,,,,,0,,,,,,,
140300,0,,,,,0,,,,,,,
140304,0,,,,,0,,,,,,,
140307,0,,,,,0,,,,,,,
141300,0,,,,,0,,,,,,,
141301,0,,,,,0,,,,,,,
141302,0,,,,,0,,,,,,,
141303,0,,,,,0,,,,,,,
141304,0,,,,,0,,,,,,,
141305,0,,,,,0,,,,,,,
141306,0,,,,,0,,,,,,,
141307,0,,,,,0,,,,,,,
141308,0,,,,,0,,,,,,,
141309,0,,,,,0,,,,,,,
141310,0,,,,,0,,,,,,,
141311,0,,,,,0,,,,,,,
141312,0,,,,,0,,,,,,,
141313,0,,,,,0,,,,,,,
141315,0,,,,,0,,,,,,,
141316,0,,,,,0,,,,,,,
141317,0,,,,,0,,,,,,,
141318,0,,,,,0,,,,,,,
141319,0,,,,,0,,,,,,,
141320,0,,,,,0,,,,,,,
141321,0,,,,,0,,,,,,,
141322,0,,,,,0,,,,,,,
141323,0,,,,,0,,,,,,,
141324,0,,,,,0,,,,,,,
141325,0,,,,,0,,,,,,,
141326,0,,,,,0,,,,,,,
141327,0,,,,,0,,,,,,,
141328,0,,,,,0,,,,,,,
141329,0,,,,,0,,,,,,,
141330,0,,,,,0,,,,,,,
141331,0,,,,,0,,,,,,,
141332,0,,,,,0,,,,,,,
141333,0,,,,,0,,,,,,,
141334,0,,,,,0,,,,,,,
141335,0,,,,,0,,,,,,,
141336,0,,,,,0,,,,,,,
141337,0,,,,,0,,,,,,,
141338,0,,,,,0,,,,,,,
141339,0,,,,,0,,,,,,,
141340,0,,,,,0,,,,,,,
141341,0,,,,,0,,,,,,,
141342,0,,,,,0,,,,,,,
141343,0,,,,,0,,,,,,,
141344,0,,,,,0,,,,,,,
141345,0,,,,,0,,,,,,,
141346,0,,,,,0,,,,,,,
141347,0,,,,,0,,,,,,,
141348,0,,,,,0,,,,,,,
141349,0,,,,,0,,,,,,,
141350,0,,,,,0,,,,,,,
141351,0,,,,,0,,,,,,,
150002,0,,,,,0,,,,,,,
150004,0,,,,,0,,,,,,,
150005,0,,,,,0,,,,,,,
150006,0,,,,,0,,,,,,,
150007,0,,,,,0,,,,,,,
150008,0,,,,,0,,,,,,,
150009,0,,,,,0,,,,,,,
150010,0,,,,,0,,,,,,,
150011,0,,,,,0,,,,,,,
150012,0,,,,,1,192,192,,,,,
150015,0,,,,,0,,,,,,,
150017,0,,,,,0,,,,,,,
150021,0,,,,,0,,,,,,,
150022,0,,,,,0,,,,,,,
150023,0,,,,,0,,,,,,,
150026,0,,,,,0,,,,,,,
150030,0,,,,,0,,,,,,,
150034,0,,,,,0,,,,,,,
150035,0,,,,,0,,,,,,,
150042,0,,,,,0,,,,,,,
150044,0,,,,,0,,,,,,,
150045,0,,,,,0,,,,,,,
150046,0,,,,,0,,,,,,,
150047,0,,,,,0,,,,,,,
150048,0,,,,,0,,,,,,,
150051,0,,,,,0,,,,,,,
150056,0,,,,,0,,,,,,,
150057,0,,,,,0,,,,,,,
150059,0,,,,,0,,,,,,,
150061,0,,,,,0,,,,,,,
150072,0,,,,,0,,,,,,,
150074,0,,,,,0,,,,,,,
150075,0,,,,,0,,,,,,,
150076,0,,,,,0,,,,,,,
150082,0,,,,,0,,,,,,,
150084,0,,,,,0,,,,,,,
150086,0,,,,,0,,,,,,,
150088,0,,,,,0,,,,,,,
150089,0,,,,,0,,,,,,,
150090,0,,,,,0,,,,,,,
150091,0,,,,,0,,,,,,,
150097,0,,,,,0,,,,,,,
150100,0,,,,,1,239,,,,,,
150101,0,,,,,0,,,,,,,
150102,0,,,,,0,,,,,,,
150104,0,,,,,0,,,,,,,
150109,0,,,,,0,,,,,,,
150112,0,,,,,0,,,,,,,
150113,0,,,,,0,,,,,,,
150115,0,,,,,0,,,,,,,
150125,0,,,,,0,,,,,,,
150126,0,,,,,0,,,,,,,
150128,0,,,,,1,2,284,,,,,
150133,0,,,,,0,,,,,,,
150146,0,,,,,0,,,,,,,
150150,0,,,,,0,,,,,,,
150157,0,,,,,0,,,,,,,
150158,0,,,,,0,,,,,,,
150161,0,,,,,0,,,,,,,
150162,0,,,,,0,,,,,,,
150164,0,,,,,0,,,,,,,
150165,0,,,,,0,,,,,,,
150166,0,,,,,0,,,,,,,
150169,0,,,,,0,,,,,,,
150172,0,,,,,0,,,,,,,
150173,0,,,,,0,,,,,,,
150181,0,,,,,0,,,,,,,
150182,0,,,,,0,,,,,,,
151300,0,,,,,0,,,,,,,
151301,0,,,,,0,,,,,,,
151302,0,,,,,0,,,,,,,
151303,0,,,,,1,282,,,,,,
151304,0,,,,,0,,,,,,,
151305,0,,,,,0,,,,,,,
151306,0,,,,,0,,,,,,,
151307,0,,,,,0,,,,,,,
151308,0,,,,,0,,,,,,,
151309,0,,,,,0,,,,,,,
151310,0,,,,,0,,,,,,,
151311,0,,,,,0,,,,,,,
151312,0,,,,,0,,,,,,,
151313,0,,,,,0,,,,,,,
151314,0,,,,,0,,,,,,,
151315,0,,,,,0,,,,,,,
151316,0,,,,,0,,,,,,,
151317,0,,,,,0,,,,,,,
151318,0,,,,,0,,,,,,,
151319,0,,,,,0,,,,,,,
151320,0,,,,,0,,,,,,,
151322,0,,,,,0,,,,,,,
151323,0,,,,,0,,,,,,,
151324,0,,,,,0,,,,,,,
151325,0,,,,,0,,,,,,,
151326,0,,,,,0,,,,,,,
151327,0,,,,,0,,,,,,,
151328,0,,,,,0,,,,,,,
151329,0,,,,,0,,,,,,,
151330,0,,,,,0,,,,,,,
151331,0,,,,,0,,,,,,,
151332,0,,,,,0,,,,,,,
151333,0,,,,,0,,,,,,,
151334,0,,,,,0,,,,,,,
151335,0,,,,,0,,,,,,,
160001,0,,,,,0,,,,,,,
160005,0,,,,,0,,,,,,,
160008,0,,,,,0,,,,,,,
160013,0,,,,,0,,,,,,,
160016,0,,,,,0,,,,,,,
160028,0,,,,,0,,,,,,,
160029,0,,,,,0,,,,,,,
160030,0,,,,,0,,,,,,,
160032,0,,,,,0,,,,,,,
160033,0,,,,,0,,,,,,,
160040,0,,,,,0,,,,,,,
160045,0,,,,,0,,,,,,,
160047,0,,,,,0,,,,,,,
160057,0,,,,,0,,,,,,,
160058,0,,,,,0,,,,,,,
160064,0,,,,,0,,,,,,,
160067,0,,,,,0,,,,,,,
160069,0,,,,,0,,,,,,,
160079,0,,,,,0,,,,,,,
160080,0,,,,,0,,,,,,,
160082,0,,,,,0,,,,,,,
160083,0,,,,,0,,,,,,,
160089,0,,,,,0,,,,,,,
160101,0,,,,,0,,,,,,,
160104,0,,,,,0,,,,,,,
160110,0,,,,,0,,,,,,,
